Title,Content
The Death Of Myth-Making,"Two virtues ride, by stallion, by nag,
To grind our knives and scissors:
Lantern-jawed Reason, squat Common Sense,
One courting doctors of all sorts,
One, housewives and shopkeepers.
The trees are lopped, the poodles trim,
The laborer's nails pared level
Since those two civil servants set
Their whetstone to the blunted edge
And minced the muddling devil
Whose owl-eyes in the scraggly wood
Scared mothers to miscarry,
Drove the dogs to cringe and whine
And turned the farmboy's temper wolfish,
The housewife's, desultory."
Heavy Woman,"Irrefutable, beautifully smug
As Venus, pedestalled on a half-shell
Shawled in blond hair and the salt
Scrim of a sea breeze, the women
Settle in their belling dresses.
Over each weighty stomach a face
Floats calm as a moon or a cloud.
Smiling to themselves, they meditate
Devoutly as the Dutch bulb
Forming its twenty petals.
The dark still nurses its secret.
On the green hill, under the thorn trees,
They listen for the millennium,
The knock of the small, new heart.
Pink-buttoned infants attend them.
Looping wool, doing nothing in particular,
They step among the archetypes.
Dusk hoods them in Mary-blue
While far off, the axle of winter
Grinds round, bearing down the straw,
The star, the wise grey men."
"Words Heard, By Accident, Over The Phone","O mud, mud, how fluid! —-
Thick as foreign coffee, and with a sluggy pulse.
Speak, speak! Who is it?
It is the bowel-pulse, lover of digestibles.
It is he who has achieved these syllables.
What are these words, these words?
They are plopping like mud.
O god, how shall I ever clean the phone table?
They are pressing out of the many-holed earpiece, they are looking for a
listener.
Is he here?
Now the room is ahiss. The instrument
Withdraws its tentacle.
But the spawn percolate in my heart. They are fertile.
Muck funnel, muck funnel —
You are too big. They must take you back!"
Alicante Lullaby,"In Alicante they bowl the barrels
Bumblingly over the nubs of the cobbles
Past the yellow-paella eateries,
Below the ramshackle back-alley balconies,
While the cocks and hens
In the roofgardens
Scuttle repose with crowns and cackles.
Kumquat-colored trolleys ding as they trundle
Passengers under an indigo fizzle
Needling spumily down from the wires:
Alongside the sibliant narhor the lovers
Hear loudspeakers boom
From each neon-lit palm
Rumbas and sambas no ear-flaps can muffle.
O Cacophony, goddess of jazz and of quarrels,
Crack-throated mistress of bagpipes and cymbals,
Let be your con brios, your capricciosos,
Crescendos, cadenzas, prestos and pretissimos,
My head on the pillow
(Piano, pianissimo)
Lullayed by susurrous lyres and viols."
Gold Mouths Cry,"Gold mouths cry with the green young
certainty of the bronze boy
remembering a thousand autumns
and how a hundred thousand leaves
came sliding down his shoulder blades
persuaded by his bronze heroic reason.
We ignore the coming doom of gold
and we are glad in this bright metal season.
Even the dead laugh among the goldenrod.
The bronze boy stands kneedeep in centuries,
and never grieves,
remembering a thousand autumns,
with sunlight of a thousand years upon his lips
and his eyes gone blind with leaves."
Finisterre,"This was the land's end: the last fingers, knuckled and rheumatic,
Cramped on nothing. Black
Admonitory cliffs, and the sea exploding
With no bottom, or anything on the other side of it,
Whitened by the faces of the drowned.
Now it is only gloomy, a dump of rocks —-
Leftover soldiers from old, messy wars.
The sea cannons into their ear, but they don't budge.
Other rocks hide their grudges under the water.
The cliffs are edged with trefoils, stars and bells
Such as fingers might embroider, close to death,
Almost too small for the mists to bother with.
The mists are part of the ancient paraphernalia —-
Souls, rolled in the doom-noise of the sea.
They bruise the rocks out of existence, then resurrect them.
They go up without hope, like sighs.
I walk among them, and they stuff my mouth with cotton.
When they free me, I am beaded with tears.
Our Lady of the Shipwrecked is striding toward the horizon,
Her marble skirts blown back in two pink wings.
A marble sailor kneels at her foot distractedly, and at his foot
A peasant woman in black
Is praying to the monument of the sailor praying.
Our Lady of the Shipwrecked is three times life size,
Her lips sweet with divinity.
She does not hear what the sailor or the peasant is saying —-
She is in love with the beautiful formlessness of the sea.
Gull-colored laces flap in the sea drafts
Beside the postcard stalls.
The peasants anchor them with conches. One is told:
'These are the pretty trinkets the sea hides,
Little shells made up into necklaces and toy ladies.
They do not come from the Bay of the Dead down there,
But from another place, tropical and blue,
We have never been to.
These are our crêpes. Eat them before they blow cold.'"
Thalidomide,"O half moon—-
Half-brain, luminosity—-
Negro, masked like a white,
Your dark
Amputations crawl and appall—-
Spidery, unsafe.
What glove
What leatheriness
Has protected
Me from that shadow—-
The indelible buds.
Knuckles at shoulder-blades, the
Faces that
Shove into being, dragging
The lopped
Blood-caul of absences.
All night I carpenter
A space for the thing I am given,
A love
Of two wet eyes and a screech.
White spit
Of indifference!
The dark fruits revolve and fall.
The glass cracks across,
The image
Flees and aborts like dropped mercury."
The Snowman On The Moor,"Stalemated their armies stood, with tottering banners:
She flung from a room
Still ringing with bruit of insults and dishonors
And in fury left him
Glowering at the coal-fire: ‘Come find me'—her last taunt.
He did not come
But sat on, guarding his grim battlement.
By the doorstep
Her winter-beheaded daisies, marrowless, gaunt,
Warned her to keep
Indoors with politic goodwill, not haste
Into a landscape
Of stark wind-harrowed hills and weltering mist;
But from the house
She stalked intractable as a driven ghost
Across moor snows
Pocked by rock-claw and rabbit-track: she must yet win
Him to his knees—
Let him send police and hounds to bring her in.
Nursing her rage
Through bare whistling heather, over stiles of black stone,
To the world's white edge
She came, and called hell to subdue an unruly man
And join her siege.
It was no fire-blurting fork-tailed demon
Volcanoed hot
From marble snow-heap of moor to ride that woman
With spur and knout
Down from pride's size: instead, a grisly-thewed,
Austere, corpse-white
Giant heaved into the distance, stone-hatcheted,
Sky-high, and snow
Floured his whirling beard, and at his tread
Ambushed birds by
Dozens dropped dead in the hedges: o she felt
No love in his eye,
Worse—saw dangling from that spike-studded belt
Ladies' sheaved skulls:
Mournfully the dry tongues clacked their guilt:
‘Our wit made fools
Of kings, unmanned kings' sons: our masteries
Amused court halls:
For that brag, we barnacle these iron thighs.'
Throned in the thick
Of a blizzard, the giant roared up with his chittering trophies.
From brunt of axe-crack
She shied sideways: a white fizz! and the giant, pursuing,
Crumbled to smoke.
Humbled then, and crying,
The girl bent homeward, brimful of gentle talk
And mild obeying."
Battle-Scene From The Comic Operatic Fantasy The Seafarer,"It beguiles—
This little Odyssey
In pink and lavender
Over a surface of gently-
Graded turquoise tiles
That represent a sea
With chequered waves and gaily
Bear up the seafarer,
Gaily, gaily,
In his pink plume and armor.
A lantern-frail
Gondola of paper
Ferries the fishpond Sindbad
Who poises his pastel spear
Toward three pinky-purple
Monsters which uprear
Off the ocean-floor
With fanged and dreadful head.
Beware, beware
The whale, the shark, the squid.
But fins and scales
Of each scrolled sea-beast
Troll no slime, no weed.
They are polished for the joust,
They gleam like easter eggshells,
Rose and amethyst.
Ahab, fulfill your boast:
Bring home each storied head.
One thrust, one thrust,
One thrust: and they are sped.
So fables go.
And so all children sing
Their bathtub battles deep,
Hazardous and long,
But oh, sage grownups know
Sea-dragon for sofa, fang
For pasteboard, and siren-song
For fever in a sleep.
Laughing, laughing
Of graybeards wakes us up."
The Manor Garden,"The fountains are dry and the roses over.
Incense of death. Your day approaches.
The pears fatten like little buddhas.
A blue mist is dragging the lake.
You move through the era of fishes,
The smug centuries of the pig-
Head, toe and finger
Come clear of the shadow. History
Nourishes these broken flutings,
These crowns of acanthus,
And the crow settles her garments.
You inherit white heather, a bee's wing,
Two suicides, the family wolves,
Hours of blankness. Some hard stars
Already yellow the heavens.
The spider on its own string
Crosses the lake. The worms
Quit their usual habitations.
The small birds converge, converge
With their gifts to a difficult borning."
Ode For Ted,"From under the crunch of my man's boot
green oat-sprouts jut;
he names a lapwing, starts rabbits in a rout
legging it most nimble
to sprigged hedge of bramble,
stalks red fox, shrewd stoat.
Loam-humps, he says, moles shunt
up from delved worm-haunt;
blue fur, moles have; hefting chalk-hulled flint
he with rock splits open
knobbed quartz; flayed colors ripen
rich, brown, sudden in sunlight.
For his least look, scant acres yield:
each finger-furrowed field
heaves forth stalk, leaf, fruit-nubbed emerald;
bright grain sprung so rarely
he hauls to his will early;
at his hand's staunch hest, birds build.
Ringdoves roost well within his wood,
shirr songs to suit which mood
he saunters in; how but most glad
could be this adam's woman
when all earth his words do summon
leaps to laud such man's blood!"
The Sleepers,"No map traces the street
Where those two sleepers are.
We have lost track of it.
They lie as if under water
In a blue, unchanging light,
The French window ajar
Curtained with yellow lace.
Through the narrow crack
Odors of wet earth rise.
The snail leaves a silver track;
Dark thickets hedge the house.
We take a backward look.
Among petals pale as death
And leaves steadfast in shape
They sleep on, mouth to mouth.
A white mist is going up.
The small green nostrils breathe,
And they turn in their sleep.
Ousted from that warm bed
We are a dream they dream.
Their eyelids keep up the shade.
No harm can come to them.
We cast our skins and slide
Into another time."
Bluebeard,"I am sending back the key
that let me into bluebeard's study;
because he would make love to me
I am sending back the key;
in his eye's darkroom I can see
my X-rayed heart, dissected body :
I am sending back the key
that let me into bluebeard's study."
The Burnt-Out Spa,"An old beast ended in this place:
A monster of wood and rusty teeth.
Fire smelted his eyes to lumps
Of pale blue vitreous stuff, opaque
As resin drops oozed from pine bark.
The rafters and struts of his body wear
Their char of karakul still. I can't tell
How long his carcass had foundered under
The rubbish of summers, the black-leaved falls.
Now little weeds insinuate
Soft suede tongues between his bones.
His armorplate, his toppled stones
Are an esplanade for crickets.
I pick and pry like a doctor or
Archæologist among
Iron entrails, enameled bowl,
The coils and pipes that made him run.
The small dell eats what ate it once.
And yet the ichor of the spring
Proceeds clear as it ever did
From the broken throat, that marshy lip.
It flows off below the green and white
Balustrade of a sag-backed bridge.
Leaning over, I encounter one
Blue and improbable person
Framed in a basketwork of cattails.
O she is gracious and austere,
Seated beneath the toneless water!
It is not I, it is not I.
No animal spoils on her green doorstep.
And we shall never enter there
Where the durable ones keep house.
The stream that hustles us
Neither nourishes nor heals."
Touch-And-Go,"Sing praise for statuary:
For those anchored attitudes
And staunch stone eyes that stare
Through lichen-lid and passing bird-foot
At some steadfast mark
Beyond the inconstant green
Gallop and flick of light
In this precarious park
Where vivid children twirl
Like colored tops through time
Nor stop to understand
How all their play is touch-and-go:
But, Go! they cry, and the swing
Arcs up to the tall tree tip;
Go! and the merry-go-round
Hauls them round with it.
And I, like the children, caught
In the mortal active verb,
Let my transient eye break a tear
For each quick, flaring game
Of child, leaf and cloud,
While on this same fugue, unmoved,
Those stonier eyes look,
Safe-socketed in rock."
Verbal Calisthenics,"My love for you is more
athletic than a verb,
Agile as a star
The tents of sun absorb.
Treading circus tight ropes
Of each syllable,
The brazen jackanapes
Would fracture if he fell.
Acrobat of space
The daring adjective
Plunges for a phrase
Describing arcs of love.
Nimble as a noun,
He catabpults in air;
A planetary swoon
Could climax his career.
But adroit conjunction
Eloquently shall
Link to his lyric action
A periodic goal."
Prologue To Spring,"The winter landscape hangs in balance now,
Transfixed by glare of blue from gorgon's eye;
The skaters freese within a stone tableau.
Air alters into glass and the whole sky
Grows brittle as a tilted china bowl;
Hill and valley stiffen row on row.
Each fallen leaf is trapped by spell of steel,
Crimped like fern in the quartz atmosphere;
Repose of scultpure holds the country still.
What coutermagic can undo the snare
Which has stopped the season in its tracks
And suspended all that might occur?
Locked in crystal caskets are the lakes,
Yet as we wonder what cam come of ice
Green-singing birds explore from all the rocks."
Rhyme,"I've got a stubborn goose whose gut's
Honeycombed with golden eggs,
Yet won't lay one.
She, addled in her goose-wit, struts
The barnyard like those taloned hags
Who ogle men
And crimp their wrinkles in a grin,
Jangling their great money bags.
While I eat grits
She fattens on the finest grain.
Now, as I hone my knife, she begs
Pardon, and that's
So humbly done, I'd turn this keen
Steel on myself before profit
By such a rogue's
Act, but —- How those feathers shine!
Exit from a smoking slit
Her ruby dregs."
The Glutton,"He, hunger-strung, hard to slake,
So fitted is for my black luck
(With heat such as no man could have
And yet keep kind)
That all merit's in being meat
Seasoned how he'd most approve;
Blood's broth
Filched by his hand,
Choice wassail makes, cooked hot,
Cupped quick to mouth;
Though prime parts cram each rich meal,
He'll not spare
Nor scant his want until
Sacked larder's gone bone-bare."
The Times Are Tidy,"Unlucky the hero born
In this province of the stuck record
Where the most watchful cooks go jobless
And the mayor's rôtisserie turns
Round of its own accord.
There's no career in the venture
Of riding against the lizard,
Himself withered these latter-days
To leaf-size from lack of action:
History's beaten the hazard.
The last crone got burnt up
More than eight decades back
With the love-hot herb, the talking cat,
But the children are better for it,
The cow milks cream an inch thick."
The Shrike,"When night comes black
Such royal dreams beckon this man
As lift him apart
From his earth-wife's side
To wing, sleep-feathered,
The singular air,
While she, envious bride,
Cannot follow after, but lies
With her blank brown eyes starved wide,
Twisting curses in the tangled sheet
With taloned fingers,
Shaking in her skull's cage
The stuffed shape of her flown mate
Escaped among moon-plumaged strangers;
So hungered, she must wait in rage
Until bird-racketing dawn
When her shrike-face
Leans to peck open those locked lids, to eat
Crowns, palace, all
That nightlong stole her male,
And with red beak
Spike and suck out
Last blood-drop of that truant heart."
'Célibataire',"Or, cette jeune fille pointilleuse
Lors d'une cérémonieuse promenade en avril
Avec son dernier soupirant
Fut soudain frappée, intolérablement,
Par le brouhaha irrégulier des oiseaux
Et par le désordre des feuilles
Affligée par ce tumulte, elle
Vit les gestes de son amoureux déséquilibrer l'air
Sa démarche s'égarer, inégale
A travers une rangée de fougères et de fleurs.
Elle jugea les pétales en désarroi,
La saison tout entière négligée.
Comme elle aspirait à l'hiver, alors!
Scrupuleusement austère dans son ordre
de blanc et de noir,
Glace et roc, chaque sentiment bien circonscrit
Et la discipline glacée du coeur
Exacte comme un flocon de neige.
Mais ici - un bourgeonnement
Assez turbulent pour jeter ses cinq esprits royaux
Dans une bigarrure vulgaire -
Trahison insupportable. Que les idiots
Titubent, étourdis, dans le chahut printanier:
Elle se retira adroitement
Et autour de sa maison elle dressa
Une telle barricade d'obstacles et barbelés
Contre la saison mutinée
Qu'aucun homme insurgé ne put espérer la briser
Par juron, poing, menace
Ni même par amour."
The Detective,"What was she doing when it blew in
Over the seven hills, the red furrow, the blue mountain?
Was she arranging cups? It is important.
Was she at the window, listening?
In that valley the train shrieks echo like souls on hooks.
That is the valley of death, though the cows thrive.
In her garden the lies were shaking out their moist silks
And the eyes of the killer moving sluglike and sidelong,
Unable to face the fingers, those egotists.
The fingers were tamping a woman into a wall,
A body into a pipe, and the smoke rising.
This is the smell of years burning, here in the kitchen,
These are the deceits, tacked up like family photographs,
And this is a man, look at his smile,
The death weapon? No one is dead.
There is no body in the house at all.
There is the smell of polish, there are plush carpets.
There is the sunlight, playing its blades,
Bored hoodlum in a red room
Where the wireless talks to itself like an elderly relative.
Did it come like an arrow, did it come like a knife?
Which of the poisons is it?
Which of the nerve-curlers, the convulsors? Did it electrify?
This is a case without a body.
The body does not come into it at all.
It is a case of vaporization.
The mouth first, its absence reported
In the second year. It had been insatiable
And in punishment was hung out like brown fruit
To wrinkle and dry.
The breasts next.
These were harder, two white stones.
The milk came yellow, then blue and sweet as water.
There was no absence of lips, there were two children,
But their bones showed, and the moon smiled.
Then the dry wood, the gates,
The brown motherly furrows, the whole estate.
We walk on air, Watson.
There is only the moon, embalmed in phosphorus.
There is only a crow in a tree. Make notes."
Spider,"Anansi, black busybody of the folktales,
You scuttle out on impulse
Blunt in self-interest
As a sledge hammer, as a man's bunched fist,
Yet of devils the cleverest
To get your carousals told:
You spun the cosmic web: you squint from center field.
Last summer I came upon your Spanish cousin,
Notable robber baron,
Behind a goatherd's hut:
Near his small stonehenge above the ants' route,
One-third ant-size, a leggy spot,
He tripped an ant with a rope
Scarcely visible. About and about the slope
Of his redoubt he ran his nimble filament,
Each time round winding that ant
Tighter to the cocoon
Already veiling the gray spool of stone
From which coils, caught ants waved legs in
Torpid warning, or lay still
And suffered their livelier fellows to struggle.
Then briskly scaled his altar tiered with tethered ants,
Nodding in a somnolence
Appalling to witness,
To the barbarous outlook, from there chose
His next martyr to the gross cause
Of concupiscence. Once more
With black alacrity bound round his prisoner.
The ants—a file of comers, a file of goers—
Persevered on a set course
No scruple could disrupt,
Obeying orders of instinct till swept
Off-stage and infamously wrapped
Up by a spry black deus
Ex machina. Nor did they seem deterred by this."
The Great Carbuncle,"We came over the moor-top
Through air streaming and green-lit,
Stone farms foundering in it,
Valleys of grass altering
In a light neither dawn
Nor nightfall, out hands, faces
Lucent as percelain, the earth's
Claim and weight gone out of them.
Some such transfiguring moved
The eight pilgrims towards its source—
Toward the great jewel: shown often,
Never given; hidden, yet
Simultaneously seen
On moor-top, at sea-bottom,
Knowable only by light
Other than noon, that moon, stars —-
The once-known way becoming
Wholly other, and ourselves
Estranged, changed, suspended where
Angels are rumored, clearly
Floating , among the floating
Tables and chairs. Gravity's
Lost in the lift and drift of
An easier element
Than earth, and there is nothing
So fine we cannot do it.
But nearing means distancing:
At the common homecoming
Light withdraws. Chairs, tables drop
Down: the body weighs like stone."
Blue Moles,"1
They're out of the dark's ragbag, these two
Moles dead in the pebbled rut,
Shapeless as flung gloves, a few feet apart —-
Blue suede a dog or fox has chewed.
One, by himself, seemed pitiable enough,
Little victim unearthed by some large creature
From his orbit under the elm root.
The second carcass makes a duel of the affair:
Blind twins bitten by bad nature.
The sky's far dome is sane a clear.
Leaves, undoing their yellow caves
Between the road and the lake water,
Bare no sinister spaces. Already
The moles look neutral as the stones.
Their corkscrew noses, their white hands
Uplifted, stiffen in a family pose.
Difficult to imagine how fury struck —-
Dissolved now, smoke of an old war.
2
Nightly the battle-snouts start up
In the ear of the veteran, and again
I enter the soft pelt of the mole.
Light's death to them: they shrivel in it.
They move through their mute rooms while I sleep,
Palming the earth aside, grubbers
After the fat children of root and rock.
By day, only the topsoil heaves.
Down there one is alone.
Outsize hands prepare a path,
They go before: opening the veins,
Delving for the appendages
Of beetles, sweetbreads, shards — to be eaten
Over and over. And still the heaven
Of final surfeit is just as far
From the door as ever. What happens between us
Happens in darkness, vanishes
Easy and often as each breath."
Event,"How the elements solidify! —-
The moonlight, that chalk cliff
In whose rift we lie
Back to back. I hear an owl cry
From its cold indigo.
Intolerable vowels enter my heart.
The child in the white crib revolves and sighs,
Opens its mouth now, demanding.
His little face is carved in pained, red wood.
Then there are the stars - ineradicable, hard.
One touch : it burns and sickens.
I cannot see your eyes.
Where apple bloom ices the night
I walk in a ring,
A groove of old faults, deep and bitter.
Love cannot come here.
A black gap discloses itself.
On the opposite lip
A small white soul is waving, a small white maggot.
My limbs, also, have left me.
Who has dismembered us?
The dark is melting. We touch like cripples."
Terminal,"Riding home from credulous blue domes,
the dreamer reins his waking appetite
in panic at the crop of catacombs
sprung up like plague of toadstools overnight:
refectories where he reveled have become
the holstery of worms, rapacious blades
who weave within the skeleton's white womb
a caviare decay of rich brocades.
Turning the tables of this grave gourmet,
the fiendish butler saunters in and serves
for feast the sweetest meat of hell's chef d' uvres:
his own pale bride upon a flaming tray:
parsleyed with elegies, she lies in state
waiting for his grace to consecrate."
Whitsun,"This is not what I meant:
Stucco arches, the banked rocks sunning in rows,
Bald eyes or petrified eggs,
Grownups coffined in stockings and jackets,
Lard-pale, sipping the thin
Air like a medicine.
The stopped horse on his chromium pole
Stares through us; his hooves chew the breeze.
Your shirt of crisp linen
Bloats like a spinnaker. Hat brims
Deflect the watery dazzle; the people idle
As if in hospital.
I can smell the salt, all right.
At our feet, the weed-mustachioed sea
Exhibits its glaucous silks,
Bowing and truckling like an old-school oriental.
You're no happier than I about it.
A policeman points out a vacant cliff
Green as a pool table, where cabbage butterflies
Peel off to sea as gulls do,
And we picnic in the death-stench of a hawthorn.
The waves pulse like hearts.
Beached under the spumy blooms, we lie
Sea-sick and fever-dry."
Mussel Hunter At Rock Harbor,"I came before the water —-
Colorists came to get the
Good of the Cape light that scours
Sand grit to sided crystal
And buffs and sleeks the blunt hulls
Of the three fishing smacks beached
On the bank of the river's
Backtracking tail. I'd come for
Free fish-bait: the blue mussels
Clumped like bulbs at the grassroot
Margin of the tidal pools.
Dawn tide stood dead low. I smelt
Mud stench, shell guts, gulls' leavings;
Heard a queer crusty scrabble
Cease, and I neared the silenced
Edge of a cratered pool-bed.
The mussels hung dull blue and
Conspicuous, yet it seemed
A sly world's hinges had swung
Shut against me. All held still.
Though I counted scant seconds,
Enough ages lapsed to win
Confidence of safe-conduct
In the wary other world
Eyeing me. Grass put forth claws,
Small mud knobs, nudged from under,
Displaced their domes as tiny
Knights might doff their casques. The crabs
Inched from their pygmy burrows
And from the trench-dug mud, all Camouflaged in mottled mail
Of browns and greens. Each wore one
Claw swollen to a shield large
As itself—no fiddler's arm
Grown Gargantuan by trade,
But grown grimly, and grimly
Borne, for a use beyond my
Guessing of it. Sibilant
Mass-motived hordes, they sidled
Out in a converging stream
Toward the pool-mouth, perhaps to
Meet the thin and sluggish thread
Of sea retracing its tide-
Way up the river-basin.
Or to avoid me. They moved
Obliquely with a dry-wet
Sound, with a glittery wisp
And trickle. Could they feel mud
Pleasurable under claws
As I could between bare toes?
That question ended it—I
Stood shut out, for once, for all,
Puzzling the passage of their
Absolutely alien
Order as I might puzzle
At the clear tail of Halley's
Comet coolly giving my
Orbit the go-by, made known
By a family name it
Knew nothing of. So the crabs
Went about their business, which
Wasn't fiddling, and I filled
A big handkerchief with blue
Mussels. From what the crabs saw,
If they could see, I was one
Two-legged mussel-picker.
High on the airy thatching
Of the dense grasses I found
The husk of a fiddler-crab,
Intact, strangely strayed above
His world of mud—green color
And innards bleached out blown off
Somewhere by much sun and wind;
There was no telling if he'd
Died recluse of suicide
Or headstrong Columbus crab.
The crab-face, etched and set there,
Grimaced as skulls grimace: it
Had an Oriental look,
A samurai death mask done
On a tiger tooth, less for
Art's sake than God's. Far from sea —-
Where red-freckled crab-backs, claws
And whole crabs, dead, their soggy
Bellies pallid and upturned,
Perform their shambling waltzes
On the waves' dissolving turn
And return, losing themselves
Bit by bit to their friendly
Element—this relic saved
Face, to face the bald-faced sun."
Natural History,"That lofty monarch, Monarch Mind,
Blue-blooded in coarse country reigned;
Though he bedded in ermine, gorged on roast,
Pure Philosophy his love engrossed:
While subjects hungered, empty-pursed,
With stars, with angels, he conversed
Till, sick of their ruler's godling airs,
In one body those earthborn commoners
Rose up and put royal nerves to the rack:
King Egg-Head saw his domain crack,
His crown usurped by the low brow
Of the base, barbarous Prince Ow."
The Net-Menders,"Halfway up from the little harbor of sardine boats,
Halfway down from groves where the thin, bitter almond pips
Fatten in green-pocked pods, the three net-menders sit out,
Dressed in black, everybody in mourning for someone.
They set their stout chairs back to the road and face the dark
Dominoes of their doorways.
Sun grains their crow-colors,
Purples the fig in the leaf's shadow, turns the dust pink.
On the road named for Tomas Ortunio, mica
Winks like money under the ringed toes of the chickens.
The houses are white as sea-salt goats lick from the rocks.
While their fingers work with the coarse mesh and the fine
Their eyes revolve the whole town like a blue and green ball.
Nobody dies or is born without their knowing it.
They talk of bride-lace, of lovers spunky as gamecocks.
The moon leans, a stone madonna, over the lead sea
And the iron hills that enclose them. Earthen fingers
Twist old words into the web-threads:
Tonight may the fish
Be a harvest of silver in the nets, and the lamps
Of our husbands and sons move sure among the low stars."
On Deck,"Midnight in the mid-Atlantic. On deck.
Wrapped up in themselves as in thick veiling
And mute as mannequins in a dress shop,
Some few passangers keep track
Of the old star-map on the ceiling.
Tiny and far, a single ship
Lit like a two-tiered wedding cake
Carries its candles slowly off.
Now there is nothing much to look at.
Still nobody will move or speak —-
The bingo players, the players at love
On a square no bigger than a carpet
Are hustled over the crests and troughs,
Each stalled in his particular minute
And castled in it like a king.
Small drops spot their coats, their gloves:
They fly too fast to feel the wet.
Anything can happen where they are going.
The untidy lady revivalist
For whom the good Lord provides (He gave
Her a pocketbook, a pearl hatpin
And seven winter coats last August)
Prays under her breath that she may save
The art students in West Berlin.
The astrologer at her elbow (a Leo)
Picked his trip-date by the stars.
The is gratified by the absence of icecakes.
He'll be rich in a year (and he should know)
Selling the Welsh and English mothers
Nativities at two and six.
And the white-haired jeweler from Denmark is carving
A perfectly faceted wife to wait
On him hand and foot, quiet as a diamond.
Moony balloons, tied by a string
To their owner' wrists, the light dreams float
To be let loose at news of land."
Incommunicado,"The groundhog on the mountain did not run
But fatly scuttled into the splayed fern
And faced me, back to a ledge of dirt, to rattle
Her sallow rodent teeth like castanets
Against my leaning down, would not exchange
For that wary clatter sound or gesture
Of love : claws braced, at bay, my currency not hers.
Such meetings never occur in marchen
Where love-met groundhogs love one in return,
Where straight talk is the rule, whether warm or hostile,
Which no gruff animal misinterprets.
From what grace am I fallen. Tongues are strange,
Signs say nothing. The falcon who spoke clear
To Canacee cries gibberish to coarsened ears."
Yaddo : The Grand Manor,"Woodsmoke and a distant loudspeaker
Filter into this clear
Air, and blur.
The red tomato's in, the green bean;
The cook lugs a pumpkin
From the vine
For pies. The fir tree's thick with grackles.
Gold carp loom in the pools.
A wasp crawls
Over windfalls to sip cider-juice.
Guests in the studios
Muse, compose.
Indoors, Tiffany's phoenix rises
Above the fireplace;
Two carved sleighs
Rest on orange plush near the newel post.
Wood stoves burn warm as toast.
The late guest
Wakens, mornings, to a cobalt sky,
A diamond-paned window,
Zinc-white snow."
New Year On Dartmoor,"This is newness : every little tawdry
Obstacle glass-wrapped and peculiar,
Glinting and clinking in a saint's falsetto. Only you
Don't know what to make of the sudden slippiness,
The blind, white, awful, inaccessible slant.
There's no getting up it by the words you know.
No getting up by elephant or wheel or shoe.
We have only come to look. You are too new
To want the world in a glass hat."
In Midas' Country,"Meadows of gold dust. The silver
Currents of the Connecticut fan
And meander in bland pleatings under
River-verge farms where rye-heads whiten.
All's polished to a dull luster
In the sulfurous noon. We move
With the languor of idols below
The sky's great bell glass and briefly engrave
Our limbs' image on a field of straw
And goldenrod as on gold leaf.
It might be heaven, this static
Plenitude: apples gold on the bough,
Goldfinch, goldfish, golden tiger cat stock-
Still in one gigantic tapestry—
And lovers affable, dovelike.
But now the water-skiers race,
Bracing their knees. On unseen towlines
They cleave the river's greening patinas;
The mirror quivers to smithereens.
They stunt like clowns in the circus.
So we are hauled, though we would stop
On this amber bank where grasses bleach.
Already the farmer's after his crop,
August gives over its Midas touch,
Wind bares a flintier landscape."
