Title,Content
So You Want To Be A Writer,"if it doesn't come bursting out of you
in spite of everything,
don't do it.
unless it comes unasked out of your
heart and your mind and your mouth
and your gut,
don't do it.
if you have to sit for hours
staring at your computer screen
or hunched over your
typewriter
searching for words,
don't do it.
if you're doing it for money or
fame,
don't do it.
if you're doing it because you want
women in your bed,
don't do it.
if you have to sit there and
rewrite it again and again,
don't do it.
if it's hard work just thinking about doing it,
don't do it.
if you're trying to write like somebody
else,
forget about it.
if you have to wait for it to roar out of
you,
then wait patiently.
if it never does roar out of you,
do something else.
if you first have to read it to your wife
or your girlfriend or your boyfriend
or your parents or to anybody at all,
you're not ready.
don't be like so many writers,
don't be like so many thousands of
people who call themselves writers,
don't be dull and boring and
pretentious, don't be consumed with self-
love.
the libraries of the world have
yawned themselves to
sleep
over your kind.
don't add to that.
don't do it.
unless it comes out of
your soul like a rocket,
unless being still would
drive you to madness or
suicide or murder,
don't do it.
unless the sun inside you is
burning your gut,
don't do it.
when it is truly time,
and if you have been chosen,
it will do it by
itself and it will keep on doing it
until you die or it dies in you.
there is no other way.
and there never was."
The Retreat,this time has finished me.
New Mexico,"I was fairly drunk when it
began and I took out my bottle and used it
along the way. I was reading a week or two after
Kandel and I did not look quite as
pretty but
I brought it off and we
ended up at the Webbs, 6, 8, 10 of
us, and I drank scotch, wine, beer, tequila
and noticed a nice one sitting next to me -
one tooth missing when she smiled,
lovely, and I put my arm around her
and began loading her with bullshit. when I awakened at 10 a.m. the next morning
I was in a strange house
in bed with this
woman. she was asleep but looked
familiar."
air and light and time and space,"'- you know, I've either had a family, a job, something
has always been in the
way
but now
I've sold my house, I've found this
place, a large studio, you should see the space and
the light.
for the first time in my life I'm going to have a place and
the time to
create.'
no baby, if you're going to create
you're going to create whether you work
16 hours a day in a coal mine
or
you're going to create in a small room with 3 children
while you're on
welfare,
you're going to create with part of your mind and your
body blown
away,
you're going to create blind
crippled
demented,
you're going to create with a cat crawling up your
back while
the whole city trembles in earthquakes, bombardment,
flood and fire.
baby, air and light and time and space
have nothing to do with it
and don't create anything
except maybe a longer life to find
new excuses
for."
Gas,"my grandmother had a serious gas
problem.
we only saw her on Sunday.
she'd sit down to dinner
and she'd have gas.
she was very heavy,
80 years old.
wore this large glass brooch,
that's what you noticed most
in addition to the gas.
she'd let it go just as food was being served.
she'd let it go in bursts
spaced about a minute apart.
she'd let it go
4 or 5 times
as we reached for the potatoes
poured the gravy
cut into the meat.
nobody ever said anything,
especially me.
I was 6 years old.
only my grandmother spoke.
after 4 or 5 blasts
she would say in an offhand way,
'I'll bury you all!'
I didn't much like that:
first farting
then saying that.
it happened every Sunday.
she was my father's mother.
every Sunday it was death and gas
and mashed potatoes and gravy
and that big glass brooch.
those Sunday dinners would
always end with apple pie and
ice cream
and a big argument
about something or other,
my grandmother finally running out the door
and taking the red train back to
Pasadena
the place stinking for an hour
and my father walking about
fanning a newspaper in the air and
saying, 'it's all that damned sauerkraut
she eats!'"
Goading The Muse,"this man used to be an
interesting writer,
he was able to say brisk and
refreshing things.
at the time
I suggested to the editors and
the critics that he was one to
be watched
and also that he had hardly yet been
noticed
and that he certainly should now be
noticed.
this writer used some of my
remarks as blurbs for his
books, which I didn't
mind.
all of his publications were little
chapbooks, 16 to 32
pages,
mimeographed.
they came out at a
rapid rate,
perhaps three or four a
year.
the problem was that each
chapbook seemed a little weaker
than the one that preceded
it
but he continued to use my old
blurbs.
my wife noticed the change
in his writing
too.
'what's happened to his
writing?' she asked me.
'he's doing too much of it, he's
pushing it out, forcing it.'
'this stuff is bad, you ought to
tell him to stop using your
blurbs.'
'I can't do that, I just wish he
wouldn't publish so much.'
'well, you publish all the
time too.'
'with me,' I told her, 'it's
different.'
yesterday I received another of his
little chapbooks
with his delicate dedication scrawled
on the title page.
this latest effort was totally
flat.
the words just fell off the
page,
dead on
arrival.
where had he gone?
too much ambition?
too much just doing it for the sake
of doing it?
just not waiting for the words to
pile up inside and then
explode of their own
volition?
I decided then I should take a whole week
off,
be on the safe side,
just shut the computer down,
forget the whole damned silly
business
for awhile.
as I said, that was
yesterday."
I Am Visited By An Editor And A Poet,"I had just won $115 from the headshakers and
was naked upon my bed
listening to an opera by one of the Italians
and had just gotten rid of a very loose lady
when there was a knock upon the wood,
and since the cops had just raided a month or so ago,
I screamed out rather on edge—
who the hell is it? what you want, man?
I’m your publisher! somebody screamed back,
and I hollered, I don’t have a publisher,
try the place next door, and he screamed back,
you’re Charles Bukowski, aren’t you? and I got up and
peeked through the iron grill to make sure it wasn’t a cop,
and I placed a robe upon my nakedness,
kicked a beercan out of the way and bade them enter,
an editor and a poet.
only one would drink a beer (the editor)
so I drank two for the poet and one for myself
and they sat there sweating and watching me
and I sat there trying to explain
that I wasn’t really a poet in the ordinary sense,
I told them about the stockyards and the slaughterhouse
and the racetracks and the conditions of some of our jails,
and the editor suddenly pulled five magazines out of a portfolio
and tossed them in between the beercans
and we talked about Flowers of Evil, Rimbaud, Villon,
and what some of the modern poets looked like:
J.B. May and Wolf the Hedley are very immaculate, clean fingernails, etc.;
I apologized for the beercans, my beard, and everything on the floor
and pretty soon everybody was yawning
and the editor suddenly stood up and I said,
are you leaving?
and then the editor and the poet were walking out the door,
and then I thought well hell they might not have liked
what they saw
but I’m not selling beercans and Italian opera and
torn stockings under the bed and dirty fingernails,
I’m selling rhyme and life and line,
and I walked over and cracked a new can of beer
and I looked at the five magazines with my name on the cover
and wondered what it meant,
wondered if we are writing poetry or all huddling in
one big tent
clasping assholes."
German,"being the German kid in the 20's in Los Angeles
was difficult.
there was much anti-German feeling then,
a carry-over from World War 1.
gangs of kids chased me through the neighborhood
yelling, 'Hieneie! Hieneie! Hienie!'
they never caught me.
I was like a cat.
I knew all the paths through brush and alleys.
I scaled 6-foot back fences in a flash and was off through
backyards and around blocks
and onto garage roofs and other hiding places.
then too, they didn't really want to catch me.
they were afraid I might bayonet them
or gouge out their eyes.
this went on for about 18 months
then all of a sudden it seemed to stop.
I was more or less accepted(but never really)
which was all right with me.
those sons-of-bitches were Americans,
they and their parents had been born here.
they had names like Jones and Sullivan and
Baker.
they were pale and often fat with runny
noses and big belt buckles.
I decided never to become an American.
my hero was Baron Manfred von Richthofen
the German air ace;
he'd shot down 80 of their best
and there was nothing they could do about
that now.
their parents didn't like my parents
(I didn't either) and
I decided when I got big I'd go live in some place
like Iceland,
never open my door to anybody and live on my
luck, live with a beautiful wife and a bunch of wild
animals:
which is, more or less, what
happened"
The Japanese Wife,"O lord, he said, Japanese women,
real women, they have not forgotten,
bowing and smiling
closing the wounds men have made;
but American women will kill you like they
tear a lampshade,
American women care less than a dime,
they’ve gotten derailed,
they’re too nervous to make good:
always scowling, belly-aching,
disillusioned, overwrought;
but oh lord, say, the Japanese women:
there was this one,
I came home and the door was locked
and when I broke in she broke out the bread knife
and chased me under the bed
and her sister came
and they kept me under that bed for two days,
and when I came out, at last,
she didn’t mention attorneys,
just said, you will never wrong me again,
and I didn’t; but she died on me,
and dying, said, you can wrong me now,
and I did,
but you know, I felt worse then
than when she was living;
there was no voice, no knife,
nothing but little Japanese prints on the wall,
all those tiny people sitting by red rivers
with flying green birds,
and I took them down and put them face down
in a drawer with my shirts,
and it was the first time I realized
that she was dead, even though I buried her;
and some day I’ll take them all out again,
all the tan-faced little people
sitting happily by their bridges and huts
and mountains—
but not right now,
not just yet."
Hell Is A Lonely Place,"he was 65, his wife was 66, had
Alzheimer's disease.
he had cancer of the
mouth.
there were
operations, radiation
treatments
which decayed the bones in his
jaw
which then had to be
wired.
daily he put his wife in
rubber diapers
like a
baby.
unable to drive in his
condition
he had to take a taxi to
the medical
center,
had difficulty speaking,
had to
write the directions
down.
on his last visit
they informed him
there would be another
operation: a bit more
left
cheek and a bit more
tongue.
when he returned
he changed his wife's
diapers
put on the tv
dinners, watched the
evening news
then went to the bedroom, got the
gun, put it to her
temple, fired.
she fell to the
left, he sat upon the
couch
put the gun into his
mouth, pulled the
trigger.
the shots didn't arouse
the neighbors.
later
the burning tv dinners
did.
somebody arrived, pushed
the door open, saw
it.
soon
the police arrived and
went through their
routine, found
some items:
a closed savings
account and
a checkbook with a
balance of
$1.14
suicide, they
deduced.
in three weeks
there were two
new tenants:
a computer engineer
named
Ross
and his wife
Anatana
who studied
ballet.
they looked like another
upwardly mobile
pair."
The Last Days Of The Suicide Kid,"I can see myself now
after all these suicide days and nights,
being wheeled out of one of those sterile rest homes
(of course, this is only if I get famous and lucky)
by a subnormal and bored nurse
there I am sitting upright in my wheelchair
almost blind, eyes rolling backward into the dark part of my skull
looking
for the mercy of death
Isn't it a lovely day, Mr. Bukowski
O, yeah, yeah
the children walk past and I don't even exist
and lovely women walk by
with big hot hips
and warm buttocks and tight hot everything
praying to be loved
and I don't even
exist
It's the first sunlight we've had in 3 days,
Mr. Bukowski.
Oh, yeah, yeah.
there I am sitting upright in my wheelchair,
myself whiter than this sheet of paper,
bloodless,
brain gone, gamble gone, me, Bukowski,
gone
Isn't it a lovely day, Mr. Bukowski
O, yeah, yeah pissing in my pajamas, slop drooling out of
my mouth.
2 young schoolboys run by —
Hey, did you see that old guy
Christ, yes, he made me sick!
after all the threats to do so
somebody else has committed suicide for me
at last.
the nurse stops the wheelchair, breaks a rose from a nearby bush,
puts it in my hand.
I don't even know
what it is. it might as well be my pecker
for all the good
it does."
The Trash Men,"here they come
these guys
grey truck
radio playing
they are in a hurry
it’s quite exciting:
shirt open
bellies hanging out
they run out the trash bins
roll them out to the fork lift
and then the truck grinds it upward
with far too much sound . . .
they had to fill out application forms
to get these jobs
they are paying for homes and
drive late model cars
they get drunk on Saturday night
now in the Los Angeles sunshine
they run back and forth with their trash bins
all that trash goes somewhere
and they shout to each other
then they are all up in the truck
driving west toward the sea
none of them know
that I am alive"
Trollius And Trellises,"of course, I may die in the next ten minutes
and I’m ready for that
but what I’m really worried about is
that my editor-publisher might retire
even though he is ten years younger than
I.
it was just 25 years ago (I was at that ripe
old age of 45)
when we began our unholy alliance to
test the literary waters,
neither of us being much
known.
I think we had some luck and still have some
of same
yet
the odds are pretty fair
that he will opt for warm and pleasant
afternoons
in the garden
long before I.
writing is its own intoxication
while publishing and editing,
attempting to collect bills
carries its own
attrition
which also includes dealing with the
petty bitchings and demands
of many
so-called genius darlings who are
not.
I won’t blame him for getting
out
and hope he sends me photos of his
Rose Lane, his
Gardenia Avenue.
will I have to seek other
promulgators?
that fellow in the Russian
fur hat?
or that beast in the East
with all that hair
in his ears, with those wet and
greasy lips?
or will my editor-publisher
upon exiting for that world of Trollius and
trellis
hand over the
machinery
of his former trade to a
cousin, a
daughter or
some Poundian from Big
Sur?
or will he just pass the legacy on
to the
Shipping Clerk
who will rise like
Lazarus,
fingering new-found
importance?
one can imagine terrible
things:
“Mr. Chinaski, all your work
must now be submitted in
Rondo form
and
typed
triple-spaced on rice
paper.”
power corrupts,
life aborts
and all you
have left
is a
bunch of
warts.
“no, no, Mr. Chinaski:
Rondo form!”
“hey, man,” I’ll ask,
“haven’t you heard of
the thirties?”
“the thirties? what’s
that?”
my present editor-publisher
and I
at times
did discuss the thirties,
the Depression
and
some of the little tricks it
taught us—
like how to endure on almost
nothing
and move forward
anyhow.
well, John, if it happens enjoy your
divertissement to
plant husbandry,
cultivate and aerate
between
bushes, water only in the
early morning, spread
shredding to discourage
weed growth
and
as I do in my writing:
use plenty of
manure.
and thank you
for locating me there at
5124 DeLongpre Avenue
somewhere between
alcoholism and
madness.
together we
laid down the gauntlet
and there are takers
even at this late date
still to be
found
as the fire sings
through the
trees."
On The Fire Suicides Of The Buddhists,"'They only burn themselves to reach Paradise'
- Mne. Nhu
original courage is good,
motivation be damned,
and if you say they are trained
to feel no pain,
are they
guarenteed this?
is it still not possible
to die for somebody else?
you sophisticates
who lay back and
make statements of explanation,
I have seen the red rose burning
and this means more."
No help for that,"There is a place in the heart that
will never be filled
a space
and even during the
best moments
and
the greatest times
times
we will know it
we will know it
more than
ever
there is a place in the heart that
will never be filled
and
we will wait
and
wait
in that space."
My Cats,"I know. I know.
they are limited, have different
needs and
concerns.
but I watch and learn from them.
I like the little they know,
which is so
much.
they complain but never
worry,
they walk with a surprising dignity.
they sleep with a direct simplicity that
humans just can't
understand.
their eyes are more
beautiful than our eyes.
and they can sleep 20 hours
a day
without
hesitation or
remorse.
when I am feeling
low
all I have to do is
watch my cats
and my
courage
returns.
I study these
creatures.
they are my
teachers."
The Great Escape,"listen, he said, you ever seen a bunch of crabs in a
bucket?
no, I told him.
well, what happens is that now and then one crab
will climb up on top of the others
and begin to climb toward the top of the bucket,
then, just as he's about to escape
another crab grabs him and pulls him back
down.
really? I asked.
really, he said, and this job is just like that, none
of the others want anybody to get out of
here. that's just the way it is
in the postal service!
I believe you, I said.
just then the supervisor walked up and said,
you fellows were talking.
there is no talking allowed on this
job.
I had been there for eleven and one-half
years.
I got up off my stool and climbed right up the
supervisor
and then I reached up and pulled myself right
out of there.
it was so easy it was unbelievable.
but none of the others followed me.
and after that, whenever I had crab legs
I thought about that place.
I must have thought about that place
maybe 5 or 6 times
before I switched to lobster."
For The Foxes,"Don't feel sorry for me.
I am a competent,
satisfied human being.
be sorry for the others
who
fidget
complain
who
constantly
rearrange their
lives
like
furniture.
juggling mates
and
attitudes
their
confusion is
constant
and it will
touch
whoever they
deal with.
beware of them:
one of their
key words is
'love.'
and beware those who
only take
instructions from their
God
for they have
failed completely to live their own
lives.
don't feel sorry for me
because I am alone
for even
at the most terrible
moments
humor
is my
companion.
I am a dog walking
backwards
I am a broken
banjo
I am a telephone wire
strung up in
Toledo, Ohio
I am a man
eating a meal
this night
in the month of
September.
put your sympathy
aside.
they say
water held up
Christ:
to come
through
you better be
nearly as
lucky."
Beasts Bounding Through Time,"Van Gogh writing his brother for paints
Hemingway testing his shotgun
Celine going broke as a doctor of medicine
the impossibility of being human
Villon expelled from Paris for being a thief
Faulkner drunk in the gutters of his town
the impossibility of being human
Burroughs killing his wife with a gun
Mailer stabbing his
the impossibility of being human
Maupassant going mad in a rowboat
Dostoyevsky lined up against a wall to be shot
Crane off the back of a boat into the propeller
the impossibility
Sylvia with her head in the oven like a baked potato
Harry Crosby leaping into that Black Sun
Lorca murdered in the road by Spanish troops
the impossibility
Artaud sitting on a madhouse bench
Chatterton drinking rat poison
Shakespeare a plagiarist
Beethoven with a horn stuck into his head against deafness
the impossibility the impossibility
Nietzsche gone totally mad
the impossibility of being human
all too human
this breathing
in and out
out and in
these punks
these cowards
these champions
these mad dogs of glory
moving this little bit of light toward us
impossibly."
A 340 Dollar Horse And A Hundred Dollar Whore,"don’t ever get the idea I am a poet; you can see me
at the racetrack any day half drunk
betting quarters, sidewheelers and straight thoroughs,
but let me tell you, there are some women there
who go where the money goes, and sometimes when you
look at these whores these onehundreddollar whores
you wonder sometimes if nature isn’t playing a joke
dealing out so much breast and ass and the way
it’s all hung together, you look and you look and
you look and you can’t believe it; there are ordinary women
and then there is something else that wants to make you
tear up paintings and break albums of Beethoven
across the back of the john; anyhow, the season
was dragging and the big boys were getting busted,
all the non-pros, the producers, the cameraman,
the pushers of Mary, the fur salesman, the owners
themselves, and Saint Louie was running this day:
a sidewheeler that broke when he got in close;
he ran with his head down and was mean and ugly
and 35 to 1, and I put a ten down on him.
the driver broke him wide
took him out by the fence where he’d be alone
even if he had to travel four times as far,
and that’s the way he went it
all the way by the outer fence
traveling two miles in one
and he won like he was mad as hell
and he wasn’t even tired,
and the biggest blonde of all
all ass and breast, hardly anything else
went to the payoff window with me.
that night I couldn’t destroy her
although the springs shot sparks
and they pounded on the walls.
later she sat there in her slip
drinking Old Grandad
and she said
what’s a guy like you doing
living in a dump like this?
and I said
I’m a poet
and she threw back her beautiful head and laughed.
you? you . . . a poet?
I guess you’re right, I said, I guess you’re right.
but still she looked good to me, she still looked good,
and all thanks to an ugly horse
who wrote this poem."
